rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,orig_geom,dest_geom,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
21383,132253749,36_55,private,male,21.053825,105.83468,21.04443,105.781674,0101000020E610000005A8A9656B755A400BB5A679C70D3540,0101000020E61000008B8862F206725A4016F6B4C35F0B3540,work,car,4_7,5.59903908,35.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,1600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21384,132254102,26_35,private,female,21.067479,105.822847,21.074086,105.822494,0101000020E610000026A77686A9745A40B22AC24D46113540,0101000020E610000000CADFBDA3745A406A17D34CF7123540,visit,car,1_3,0.735578511,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,1600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21385,132393346,36_55,fdi,male,21.00171,105.879947,21.010842,105.865234,0101000020E6100000A7CD380D51785A407F130A1170003540,0101000020E6100000C9586DFE5F775A40596C938AC6023540,work,car,4_7,1.834041428,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,1500.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21386,132393399,26_35,fdi,female,21.048509,105.847548,21.029229,105.860094,0101000020E61000009372F7393E765A40C98FF8156B0C3540,0101000020E6100000185FB4C70B775A4044183F8D7B073540,shopping,car,1_3,2.508267302,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,500.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21387,132393511,36_55,private,female,21.016733,105.917162,21.052701,105.921454,0101000020E610000093C83EC8B27A5A4093C3279D48043540,0101000020E61000002DB1321AF97A5A406C770FD07D0D3540,education,moto,1_3,4.024195132,8.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21388,132393593,26_35,fdi,female,21.064918,105.879529,21.050308,105.885095,0101000020E61000008DB800344A785A40F6EB4E779E103540,0101000020E61000009AB67F65A5785A4028BA2EFCE00C3540,work,car,4_7,1.724179835,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21389,132393811,36_55,private,male,20.993697,105.880581,20.994536,105.880808,0101000020E6100000A81E69705B785A40212235ED62FE3440,0101000020E6100000888384285F785A40D5B14AE999FE3440,work,car,4_7,0.096223013,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21390,132393918,26_35,fdi,male,21.015331,105.854424,21.040605,105.819235,0101000020E6100000B83A00E2AE765A406F9D7FBBEC033540,0101000020E6100000452FA3586E745A40D80DDB16650A3540,visit,car,1_3,4.608374448,25.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21391,132393968,36_55,private,female,21.045517,105.87425,21.045517,105.87425,0101000020E6100000CBA145B6F3775A407B698A00A70B3540,0101000020E6100000CBA145B6F3775A407B698A00A70B3540,work,car,1_3,0.0,35.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21392,132394025,36_55,fdi,male,21.045517,105.87425,21.045517,105.87425,0101000020E6100000CBA145B6F3775A407B698A00A70B3540,0101000020E6100000CBA145B6F3775A407B698A00A70B3540,education,car,4_7,0.0,8.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21393,132394076,26_35,state,male,21.014009,105.795595,21.035558,105.830086,0101000020E61000001D774A07EB725A4084D9041896033540,0101000020E610000084B7072120755A40761C3F541A093540,work,car,4_7,4.307806116,30.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21394,132394228,36_55,private,male,21.070845,105.799816,21.070762,105.80023,0101000020E610000053B4722F30735A40CA15DEE522123540,0101000020E6100000CCD1E3F736735A40AFCC5B751D123540,visit,car,1_3,0.043936997,35.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,1500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21395,132394387,26_35,private,female,21.054626,105.922484,21.053462,105.923514,0101000020E610000054C554FA097B5A40E48233F8FB0D3540,0101000020E61000007BD976DA1A7B5A40299485AFAF0D3540,visit,car,1_3,0.167859562,30.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21396,132394743,36_55,fdi,male,21.035761,105.803211,21.039323,105.800296,0101000020E610000066321CCF67735A40E67805A227093540,0101000020E6100000A8C7B60C38735A4009FB7612110A3540,visit,car,1_3,0.498398011,30.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,500.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21397,132395189,36_55,private,female,21.045514,105.874253,21.045518,105.874253,0101000020E610000083DBDAC2F3775A40998235CEA60B3540,0101000020E610000083DBDAC2F3775A401C615111A70B3540,visit,car,1_3,0.000445,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21398,132395302,18_25,student,male,21.040567,105.931752,21.05214,105.93145,0101000020E6100000E3FE23D3A17B5A40FD4B5299620A3540,0101000020E6100000FDF675E09C7B5A403ED00A0C590D3540,education,moto,4_7,1.287242492,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21399,132395419,36_55,private,female,21.030473,105.8945,21.010681,105.903555,0101000020E61000006891ED7C3F795A4038691A14CD073540,0101000020E6100000C9C859D8D3795A4047B071FDBB023540,visit,car,1_3,2.393063277,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21400,132395468,18_25,student,female,21.016293,105.917024,21.01637,105.918275,0101000020E61000006A696E85B07A5A405B272EC72B043540,0101000020E6100000006F8104C57A5A40B1A206D330043540,education,moto,1_3,0.130133528,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,800.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21401,132395519,18_25,student,male,21.034239,105.78336,21.034837,105.784946,0101000020E6100000A73FFB9122725A406C3F19E3C3083540,0101000020E610000011C8258E3C725A40D5B0DF13EB083540,education,moto,4_7,0.177527375,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,parking,cost,parking,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21402,132395587,18_25,student,female,21.045518,105.874253,21.045518,105.874253,0101000020E610000083DBDAC2F3775A401C615111A70B3540,0101000020E610000083DBDAC2F3775A401C615111A70B3540,education,moto,4_7,0.0,10.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,parent_house,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21403,132395635,18_25,student,female,21.006958,105.868968,21.018934,105.857721,0101000020E61000005051F52B9D775A401172DEFFC7013540,0101000020E6100000EA059FE6E4765A4050C8CEDBD8043540,education,moto,4_7,1.770954377,10.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21404,132395722,26_35,private,male,20.999615,105.84619,20.990088,105.882266,0101000020E6100000F20C1AFA27765A404E97C5C4E6FF3440,0101000020E6100000DB17D00B77785A407C293C6876FD3440,shopping,car,1_3,3.892105076,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21405,132395804,18_25,student,female,21.025026,105.847812,21.019208,105.85689,0101000020E6100000024A438D42765A40B98C9B1A68063540,0101000020E61000003F912749D7765A4052D2C3D0EA043540,visit,car,1_3,1.142954667,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21406,132395869,26_35,private,female,21.055347,105.849733,21.035774,105.801419,0101000020E61000003F55850662765A4085EE92382B0E3540,0101000020E610000027D9EA724A735A400F0C207C28093540,visit,car,1_3,5.465915782,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21407,132396015,26_35,private,male,20.969935,105.868278,21.018413,105.773138,0101000020E61000008675E3DD91775A40EA3E00A94DF83440,0101000020E6100000DF52CE177B715A403DD2E0B6B6043540,work,car,4_7,11.25208349,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21408,132396400,26_35,private,male,21.045523,105.874251,21.045523,105.874251,0101000020E6100000B35F77BAF3775A403F373465A70B3540,0101000020E6100000B35F77BAF3775A403F373465A70B3540,visit,car,1_3,0.0,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21409,132396484,26_35,private,female,21.045523,105.874251,21.045523,105.874251,0101000020E6100000B35F77BAF3775A403F373465A70B3540,0101000020E6100000B35F77BAF3775A403F373465A70B3540,shopping,car,1_3,0.0,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21410,132396544,36_55,fdi,male,21.045523,105.874251,21.045523,105.874251,0101000020E6100000B35F77BAF3775A403F373465A70B3540,0101000020E6100000B35F77BAF3775A403F373465A70B3540,visit,car,1_3,0.0,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21411,132396588,26_35,private,female,21.043491,105.849227,21.047774,105.848243,0101000020E610000055F833BC59765A409BABE639220B3540,0101000020E6100000E603029D49765A405F99B7EA3A0C3540,leisure,car,1_3,0.487073609,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21412,132396658,26_35,state,male,21.020299,105.794936,21.025143,105.795622,0101000020E6100000709A3E3BE0725A403A24B55032053540,0101000020E6100000997E8978EB725A402CB98AC56F063540,visit,car,1_3,0.543314894,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21413,132396711,26_35,state,female,21.061394,105.881931,21.062152,105.882833,0101000020E61000000795B88E71785A40AE2B6684B70F3540,0101000020E610000018B5FB5580785A4089618731E90F3540,visit,car,1_3,0.125954709,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21414,132396770,36_55,state,male,21.067361,105.920287,21.067999,105.921844,0101000020E6100000C6FB71FBE57A5A409E060C923E113540,0101000020E6100000E200FA7DFF7A5A402429E96168113540,visit,car,1_3,0.176447878,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,700.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21415,132396921,26_35,fdi,male,21.06612,105.803935,21.066437,105.803407,0101000020E61000000647C9AB73735A408D9C853DED103540,0101000020E6100000299831056B735A408E3EE60302113540,work,car,4_7,0.065146796,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21416,132396986,26_35,private,male,21.044973,105.815963,21.049897,105.838844,0101000020E6100000BFEFDFBC38745A40F833BC59830B3540,0101000020E6100000889CBE9EAF755A40242BBF0CC60C3540,visit,car,1_3,2.436818871,20.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21417,132397141,26_35,private,female,21.045523,105.874251,21.045523,105.874251,0101000020E6100000B35F77BAF3775A403F373465A70B3540,0101000020E6100000B35F77BAF3775A403F373465A70B3540,work,car,4_7,0.0,30.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21418,132397276,26_35,fdi,male,21.021981,105.920941,21.020056,105.921363,0101000020E6100000EA2285B2F07A5A402522FC8BA0053540,0101000020E6100000A52F849CF77A5A40AD16D86322053540,shopping,car,1_3,0.218486189,15.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21419,132397466,36_55,private,male,21.068803,105.878668,21.06872,105.88764,0101000020E6100000AC02B5183C785A40DFDDCA129D113540,0101000020E6100000C6A70018CF785A40C49448A297113540,visit,car,1_3,0.930995469,25.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21420,132397520,26_35,private,female,21.056828,105.886859,21.056225,105.886088,0101000020E6100000734A404CC2785A40417FA1478C0E3540,0101000020E6100000325871AAB5785A40B537F8C2640E3540,visit,car,1_3,0.10438813,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21421,132397725,26_35,private,female,21.062956,105.865412,21.055745,105.863131,0101000020E6100000396403E962775A40441669E21D103540,0101000020E61000007B4ACE893D775A4060EAE74D450E3540,visit,car,1_3,0.836033868,35.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21422,132397861,18_25,student,female,21.044973,105.850945,21.032434,105.854292,0101000020E6100000766C04E275765A40F833BC59830B3540,0101000020E6100000014F5AB8AC765A40494739984D083540,education,moto,4_7,1.43689356,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21423,132397964,18_25,student,male,21.032276,105.773703,21.056946,105.804474,0101000020E61000004B74965984715A4019726C3D43083540,0101000020E6100000DE1E84807C735A4055A35703940E3540,education,moto,4_7,4.209828556,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21424,132398059,18_25,student,female,20.999466,105.819084,20.997821,105.820439,0101000020E6100000522B4CDF6B745A40C576F700DDFF3440,0101000020E61000003A57941282745A401343723271FF3440,visit,car,1_3,0.23074746,30.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21425,132398318,18_25,student,male,21.045529,105.87424,21.045529,105.87424,0101000020E6100000B936548CF3775A400305DEC9A70B3540,0101000020E6100000B936548CF3775A400305DEC9A70B3540,visit,car,1_3,0.0,35.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21426,132399294,26_35,private,female,21.069203,105.882059,21.049296,105.843518,0101000020E61000001E8997A773785A40FCC8AD49B7113540,0101000020E610000097E5EB32FC755A40D8D2A3A99E0C3540,work,car,1_3,4.571053099,25.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21427,132400101,18_25,student,male,21.061434,105.831875,21.044092,105.831897,0101000020E61000000AD7A3703D755A40CADC7C23BA0F3540,0101000020E6100000FE28EACC3D755A40E603029D490B3540,education,moto,4_7,1.928346796,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,parking,cost,parking,500.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21428,132400294,36_55,private,female,21.039646,105.907433,21.039123,105.907099,0101000020E6100000EA93DC61137A5A40CF6A813D260A3540,0101000020E6100000FFCEF6E80D7A5A407B8505F7030A3540,visit,car,1_3,0.06770191,25.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21429,132400438,26_35,private,male,20.997303,105.816875,21.026826,105.808979,0101000020E6100000E17A14AE47745A40E333D93F4FFF3440,0101000020E6100000A609DB4FC6735A40B8AE9811DE063540,visit,car,1_3,3.383582162,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21430,132400757,36_55,private,female,21.049699,105.906531,21.048175,105.929011,0101000020E6100000DA73999A047A5A40D7A4DB12B90C3540,0101000020E6100000F4A78DEA747B5A401C7C6132550C3540,visit,moto,1_3,2.339019956,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21431,132401198,26_35,fdi,male,21.007599,105.823359,21.034677,105.831165,0101000020E61000008177F2E9B1745A40787B1002F2013540,0101000020E61000001C25AFCE31755A4063EC8497E0083540,visit,car,1_3,3.118048459,30.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21432,132401627,26_35,private,male,21.072807,105.88849,21.055366,105.917971,0101000020E6100000AD342905DD785A407DEBC37AA3123540,0101000020E61000004AEB6F09C07A5A40724F57772C0E3540,work,car,4_7,3.62203658,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,900.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21433,132413373,18_25,student,male,21.059191,105.832194,21.062953,105.83645,0101000020E61000005B7B9FAA42755A40B0373124270F3540,0101000020E61000004FAF946588755A40622F14B01D103540,education,moto,4_7,0.608298874,30.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21434,132413707,26_35,fdi,male,21.045522,105.874247,21.045522,105.874247,0101000020E61000001268B0A9F3775A409E3F6D54A70B3540,0101000020E61000001268B0A9F3775A409E3F6D54A70B3540,visit,car,1_3,0.0,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,900.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21435,132414240,18_25,student,male,20.984842,105.845855,20.98556,105.845755,0101000020E61000001E8A027D22765A402CBAF59A1EFC3440,0101000020E61000006C5B94D920765A40EA3E00A94DFC3440,education,moto,4_7,0.080510279,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21436,132414403,18_25,student,female,21.093149,105.78157,21.092546,105.782708,0101000020E610000039622D3E05725A40B5A7E49CD8173540,0101000020E610000053944BE317725A4028603B18B1173540,education,moto,4_7,0.135773128,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21437,132414497,36_55,fdi,male,21.028631,105.857646,21.027587,105.858119,0101000020E6100000E5620CACE3765A40DBA6785C54073540,0101000020E6100000E144F46BEB765A4075CB0EF10F073540,work,car,4_7,0.126041427,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,slow,slow,slow,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21438,132415118,36_55,fdi,female,21.064998,105.805304,21.065476,105.804875,0101000020E6100000A2D5C9198A735A402F4E7CB5A3103540,0101000020E61000008D976E1283735A4043ACFE08C3103540,shopping,car,1_3,0.069329826,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21439,132415278,36_55,private,female,21.009602,105.860339,21.018333,105.855708,0101000020E61000004B1E4FCB0F775A40E8F9D34675023540,0101000020E61000003DBB7CEBC3765A400470B378B1043540,work,car,4_7,1.083332185,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral
21440,132416522,26_35,private,male,21.045528,105.874263,21.045528,105.874263,0101000020E61000009546CCECF3775A40630D17B9A70B3540,0101000020E61000009546CCECF3775A40630D17B9A70B3540,work,car,4_7,0.0,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21441,132416629,36_55,fdi,female,21.050821,105.905408,21.035838,105.915232,0101000020E61000005A626534F2795A4034F3E49A020D3540,0101000020E61000002C103D29937A5A403CF4DDAD2C093540,work,car,4_7,1.953232126,30.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21442,132416808,26_35,private,male,21.045528,105.874263,21.045528,105.874263,0101000020E61000009546CCECF3775A40630D17B9A70B3540,0101000020E61000009546CCECF3775A40630D17B9A70B3540,work,car,4_7,0.0,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21443,132417258,36_55,private,male,21.031315,105.871207,21.032233,105.872744,0101000020E6100000F64201DBC1775A40CEDF844204083540,0101000020E6100000EF71A609DB775A401BDA006C40083540,visit,car,1_3,0.189385285,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,650.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21444,132417448,36_55,private,female,21.070485,105.802088,21.070803,105.801645,0101000020E6100000E620E86855735A40CBDB114E0B123540,0101000020E61000001F80D4264E735A406D75392520123540,education,moto,4_7,0.057993025,8.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
